valor,codigo
HOSPITAL E MATERN SAO LUCAS DE EXTREMA,2127881
LAR IRMA M AUGUSTA BORDA DA MATA,2127903
CASA DE CARIDADE DE OURO FINO,2127911
SANTA CASA DE MISERICORDIA DE PEDRALVA,2127938
HOSPITAL SAO CAETANO BRASOPOLIS,2127946
HOSPITAL DAS CLIN SAMUEL LIBANIO POUSO ALEGRE,2127989
SANTA CASA E MAT N S DE FATIMA ESTIVA,2127997
SANTA CASA DE MISERICORDIA DE IPUIUNA,2128004
HOSPITAL ANA MOREIRA SALLES CAMBUI,2128012
HOSPITAL E MAT SENHOR BOM JESUS BUENO BRANDAO,2128020
SANTA CASA DE POCOS DE CALDAS,2129469
HOSPITAL MATERNIDADE PRONTO SOCORRO SANTA LUCIA LT,D2129566
PRONTO ATENDIMENTO UNIMED ATENCAO 24 HRS,2132214
HOSPITAL SANTA MARTA DE FORMIGA,2132745
HOSPITAL SANTA RITA DE ARCOS,2132753
HOSPITAL SAO CARLOS DE LAGOA DA PRATA,2132877
CENTRO DE SAUDE VIDA NOVA,2133261
CENTRO DE SAUDE DE LEME DO PRADO,2133563
CENTRO DE SAUDE DE TURMALINA,2133679
CENTRO DE SAUDE SEDE,2133717
UNIDADE MISTA CONGONHAS DO NORTE,2133849
HOSPITAL IMACULADA CONCEICAO,2134071
FUNDACAO MINAS NOVAS HOSPITAL DOUTOR BADARO JUNIOR,2134268
HOSPITAL SAO VICENTE DE PAULO ARACUAI,2134276
HOSPITAL DE BERILO,2134292
HOSPITAL SAO DOMINGOS,2134306
CENTRO DE SAUDE CHAPADA DO NORTE,2134314
CENTRO DE SAUDE DE CORONEL MURTA,2134357
UNIDADE MATERNO INFANTIL,2134535
HOSPITAL SAO VICENTE TURMALINA,2135108
HOSPITAL SAO VICENTE DE PAULO CARBONITA,2135116
HOSPITAL MUNICIPAL SAO VICENTE DE PAULA CAPELINHA,2135124
SANTA CASA DE CARIDADE,2135132
HOSPITAL JOAO CESAR DE OLIVEIRA,2135140
CENTRO DE SAUDE CENTRAL,2135183
UNIDADE MISTA DE SAUDE DONA MARIQUINHA DA SILVA,2135507
DEPARTAMENTO M SAUDE F DOS SANTOS,2135558
HOSPITAL MUNICIPAL AGOSTINHA ALCANTARA AGUIARCOLUN,A2135884
HOSPITAL SAO SEBASTIAO DE SABINOPOLIS,2135914
HOSPITAL MUNICIPAL GERALDO FERREIRA GANDRA,2135930
HOSPITAL DE ITAMARANDIBA,2135949
HOSPITAL SAO VICENTE DE PAULO,2135965
CENTRO DE SAUDE DE CIPOTANEA PSF SAGRADA FAMILIA,2136082
HOSPITAL SAO CAETANO,2136104
HOSPITAL MONUMENTO AS MAES,2136139
UNIDADE BASICA DE SAUDE DE CAPELA NOVA,2136236
UNIDADE BASICA DE SAUDE DE SENHORA DE OLIVEIRA,2136287
HOSPITAL SAO VICENTE DE PAULO,2136937
HOSPITAL QUELUZ,2136945
CARLOS LAGE SIQUEIRA,2137275
PRONTO ATENDIMENTO UNIMED,2137577
WILSON JORGE MOREIRA MAFUZ,2137917
SANTA CASA MISERICORDIA BARBACENA,2138875
CASA DE SAUDE XAVIER LTDA,2138956
FUNDACAO OURO BRANCO,2139014
HOSPITAL BEMVINDO SAUDE,2139022
HOSPITAL SANTA RITA,2139030
HEFA,2139049
HOSPITAL MUNICIPAL DE JOAIMA,2139057
HOSPITAL PAULO VI,2139065
HOSPITAL VALE DO JEQUITINHONHA,2139073
HOSPITAL CAP MARCELO VICENTE PEREIRA,2139081
HOSPITAL SANTA LUCIA,2139103
HOSPITAL SENHOR DO BONFIM,2139111
HOSPITAL SAO VICENTE DE PAULO,2139138
HOSPITAL DE FELISBURGO,2139146
SANTA CASA DE MISERICORDIA DO HOSP SAO FRANCISCO D,E2139200
PRONTO SOCORRO MUNICIPAL DE TRES PONTAS,2139227
HOSPITAL NOSSA SENHORA DO ROSARIO,2139626
CENTRO DE SAUDE AMARO RICARDO DOS SANTOS,2139669
UNIDADE MISTA DE SAUDE DE UBAI,2139677
UNIDADE INTEGRADA DE SAUDE,2139944
HOSPITAL MUNICIPAL DE RIBEIRAO VERMELHO,2139960
HOSPITAL MUNICIPAL SAO SEBASTIAO,2140063
HOSPITAL NOSSA SENHORA DE FATIMA,2140071
UNIDADE MISTA MUNICIPAL DR BRICIO DE CASTRO DOURAD,O2140098
FUNDACAO ASSISTENCIAL MANOEL SIMOES CAXITO,2140179
HOSPITAL E MATERNIDADE PORTEIRINHA LTDA,2140187
HOSPITAL E MATERNIDADE VITAL BRAZIL,2140217
CENTRO DE SAUDE MARIO DE SOUZA,2140330
SODALICIO TIO QUESTOR,2140519
UNIDADE DE SAUDE DA FAMILIA I,2140535
HOSPITAL SIDERURGICA LTDA,2140659
UNIDADE BASICA DE SAUDE DE PERPETUO SOCORRO,2140667
UNIDADE BASICA DE SAUDE DE BELO ORIENTE,2140675
CENTRO DE SAUDE DE PERIQUITO,2141124
PRONTO SOCORRO MUNICIPAL DE ITUIUTABA,2141213
UNIDADE DE SAUDE MUNICIPAL BOCAINENSE,2141523
UNIDADE BASICA DE SAUDE DE PEQUERI,2141760
UNIDADE BASICA DE SAUDE DE OLIVEIRA FORTES,2141787
POLICLINICA MICRORREGIONAL DE MATIAS BARBOSA,2141922
POLICLINICA MICROREGIONAL DE SAO JOAO NEPOMUCENO,2142104
HOSPITAL CARLOS CHAGAS DE CANDEIAS,2142295
HOSPITAL SAO LUIZ DE FORMIGA,2142376
SANTA CASA DE MISERICORDIA DE PITANGUI,2142406
CENTRO DE SAUDE DE PIRACEMA,2142589
CENTRO DE SAUDE DE ITAGUARA,2142600
SANTA CASA DE ITAGUARA,2142627
PRONTO ATENDIMENTO MEDICO LAGOA DA PRATA,2142643
HOSPITAL O FERREIRA DINIZ CARMO DA MATA,2142937
STA CASA MIS N S CARMO DE C MINAS,2143127
POLICLINICA N S DA PIEDADE PARA MINAS,2143402
HOSPITAL PROFESSOR BASILIO MOEMA,2143674
HOSPITAL SAO JOSE DE NOVA SERRANA,2143801
HOSPITAL NOSSA SENHORA DO BRASIL DE BAMBUI,2143852
SANTA CASA DE ITAPECERICA,2143895
HOSPITAL SANTO ANTONIO DE SANTO A DO MONTE,2144018
SANTA CASA DE SANTO A DO MONTE,2144026
SANTA CASA DE M DR ZACARIAS DE DORES DO INDAIA,2144042
HOSPITAL SENHORA APARECIDA DE LUZ,2144166
HOSPITAL SAO GABRIEL DE PASSA TEMPO,2144174
HOSPITAL DR O A MARTINHO CAMPOS,2144182
SANTA CASA DE CLAUDIO,2144204
HOSPITAL MUNICIPAL SANTO ANTONIO DE CRISTAIS,2144255
HOSPITAL SAO JUDAS TADEU DE OLIVEIRA,2144298
HOSPITAL SAO SEBASTIAO DIONISIO,2144514
HOSPITAL SAO JUDAS TADEU FERROS,2144522
HOSPITAL REGIONAL IMACULADA CONCEICAO,2144530
HOSPITAL SAO JOSE E MAT SRA DAS GRACAS NOVA ERA,2144549
HOSPITAL SAO JOSE VIRGINOPOLIS,2144557
HOSPITAL PADRE ESTEVAN,2144565
HOSPITAL NOSSA SENHORA DAS DORES,2144573
HOSPITAL JOAQUIM BENTO DE AGUIAR,2144581
HOSPITAL JULIA KUBITSCHEK,2144611
SANTA CASA NOSSA SENHORA DAS MERCES,2144638
HOSPITAL NOSSA SENHORA DAS GRACAS DOM JOAQUIM,2144654
UNIDADE MISTA DE SAUDE JULIA TEREZINHA AMARAL,2145553
PRONTO ATENDIMENTO MUNICIPAL,2145588
HOSPITAL NOSSA SENHORA DO CARMO,2145685
HOSPITAL SEBASTIAO PAES DE ALMEIDA,2145774
SANTA CASA DE MISERICORDIA DE ARAGUARI,2145960
HOSPITAL SANTA CATARINA,2146061
HOSPITAL SANTO ANTONIO LTDA,2146088
HOSPITAL SAO SEBASTIAO,2146096
PRONTO ATENDIMENTO MUNICIPAL,2146126
HOSPITAL DE CLINICAS DE UBERLANDIA,2146355
SANTA CASA DE CARIDADE DE CAPITOLIO,2146398
HOSPITAL PSIQUIATRICO GEDOR SILVEIRA,2146401
POLICLINICA SAO LUCAS HOSPITAL E MATERNIDADE SAO S,E2146428
HOSPITAL E SANTA CASA DE JACUI,2146436
HOSPITAL SAO JOAO BATISTA DE ITAMOGI,2146444
HOSPITAL MUNICIPAL ELPIDIO RODRIGUES PINTO,2146460
SANTA CASA DE MISERICORDIA DE GUAPE,2146479
HOSPITAL MUNICIPAL DE IBIRACI,2146487
SANTA CASA DE MISERICORDIA DE MONTE SANTO,2146495
HOSPITAL SAO JOSE,2146509
HOSPITAL MUNICIPAL DONA CHIQUITA,2146517
SANTA CASA DE PARAISO,2146525
PRONTO ATENDIMENTO DE MONTE SANTO DE MINAS,2146592
PRONTO SOCORRO MUNICIPAL CASSIA,2146770
CENTRO DE SAUDE SAO JOSE DA BARRA,2147106
PEQUENO HOSPITAL SANTA MARIA DE ANTONIO CARLOS,2147572
PRONTO SOCORRO SANTA MARIA,2147629
HOSPITAL MUNICIPAL SANTA MARTA,2147823
HOSPITAL MUNICIPAL JOAO SOARES DA SILVEIRA,2147866
HOSPITAL ADOLF ENSCH,2147947
HOSPITAL IMACULADA CONCEICAO,2148293
HOSPITAL E MATERNIDADE PRESIDENTE TANCREDO NEVES,2148315
HOSPITAL DR ARMANDO XAVIER VIEIRA,2148463
HOSPITAL SANTO ANTONIO,2148471
UNIDADE MISTA DE SAUDE,2149214
HOSPITAL SAO VICENTE DE PAULO RIO POMBA,2149419
CENTRO DE SAUDE DE PAI PEDRO,2149699
PRONTO SOCORRO DE VARZEA DA PALMA,2149710
CENTRO DE SAUDE DE PADRE CARVALHO,2149788
POLICLINICA DR ARIOSTO CORREIA MACHADO,2149982
SANTA CASA DE MONTES CLAROS,2149990
UNIDADE DE PRONTO ATENDIMENTO MUNICIPAL PA CENTRAL,2150204
MARCIA AMARAL DA SILVA,2151219
HOSPITAL E MATERNIDADE MED CENTER LTDA,2151642
UNIDADE DE PRONTO ATENDIMENTO DR SEBASTIAO MACHADO,2151758
UNIDADE DE SAUDE DA FAMILIA COROMANDEL 1,2151774
HOSPITAL SANTA GENOVEVA,2151812
HOSPITAL E MATERNIDADE SAO FRANCISCO DE PAULA LTDA,2151820
HOSPITAL DO TRIANGULO,2151839
HOSPITAL SANTA MARTA,2151847
HOSPITAL SANTA CATARINA,2151855
CLINICA DOM BOSCO,2151863
HOSPITAL E MATERNIDADE SANTA CLARA,2151871
INSTITUTO DO RIM,2151995
UAI PAMPULHA UNIDADE DE ATENDIMENTO INTEGRADO IRMA,2152940
UAI ROOSEVELT UNIDADE DE ATEND INTEG DR JOSIAS DE,F2152959
UAI TIBERY UNIDADE DE ATENDIMENTO INTEGRADO ANICE,D2152967
PRO VIDA HOSPITAL E MATERNIDADE,2152991
UAI PLANALTO UNID DE ATEND INTEG DR TUBAL VILELA D,A2153009
UAI LUIZOTE DR DOMINGOS PIMENTEL DE ULHOA,2153017
HOSPITAL MARIA JOSE BAETA REIS ASCOMCER,2153025
CLINICA SAO DOMINGOS SA,2153033
HOSPITAL SAO MARCOS SA,2153068
CASA DE SAUDE ESPERANCA SA,2153076
HOSPITAL E MATERNIDADE THEREZINHA DE JESUS,2153084
ONCOLOGICO,2153106
HOSPITAL DR JOAO FELICIO,2153114
DEP DA SAUDE DA TERCEIRA IDADE,2153297
UBS SANTOS DUMONT,2153300
DEP DE URG E EMERG NORTE BENFICA,2153327
PRONTO ATENDIMENTO CENTRAL,2153475
FISIOTREL,2153548
CASA DE PARTO DA FACULDADE DE ENFERMAGEM,2153580
SANTA CASA DE MISERICORDIA DE JUIZ DE FORA,2153882
PRONTO ATENDDRALCIDES MOSCONI CONGONHAL,2153947
HOSP.MUN.N.S.CONCEICAO\CONC. DAS PEDRAS,2153971
CENTRO SAUDE BENEDITO COBRA NETO BORDA DA MATA,2154021
POSTO DE SAUDE DRTHEOLFILO SILVEIRABORDA DA MATA,2154048
CLINICA SAO JOAO BATISTA,2154544
HOSPITAL E MATERNIDADE DR EUGENIO GOMES DE CARVALH,O2154560
NEFRON LTDA,2154722
HOSPITAL SAO JOSE,2154749
HOSPITAL SANTA RITA,2154757
CENTRO DE SAUDE BONITO DE MINAS,2155583
UBS DE PONTO CHIQUE,2155591
POLICLINICA MUNICIPAL DE POMPEU,2155745
CENTRO DE SAUDE DR MIGUEL ODORICO BELTRAO,2156113
ASILO DE CURVELO,2156229
PRONTO ATENDIMENTO DEUSDETH FERREIRA CORINTO,2156458
CENTRO DE SAUDE DE PAPAGAIO,2156504
CENTRO DE SAUDE DRA MARLIZE CASTRO CAPANEMA RAMOS,2156512
CENTRO DE SAUDE DESANTANA PIRAPAMACS DR ORLANDO C,R2156792
HOSPITAL MUNICIPAL JOSE ANTONIO GUIMARAES,2156830
CENTRO DE SAUDE DE QUARTEL GERAL,2156946
MATOZINHOS HOSPITAL WANDA ANDRADE DRUMOND,2157063
CENTRO DE SAUDE DEOCLECIANO MACHADO AUGUSTO DE LIM,A2157330
MATOZINHOS PRONTO ATENDIMENTO NILTON GERALDO MACHA,D2158639
HOSPITAL JENNY NEGRAO DE LIMA DE CORDISBURGO,2159147
HOSPITAL MUNICIPAL DE FELIXLANDIA,2159155
SARZEDO - HOSPITAL FRANKLIN LANDI,2159236
HOSPITAL SAO JOAO DE DEUS,2159252
CLINICA SAO BENTO MENNI,2159295
HOSPITAL E MATERNIDADE SANTA MONICA,2159376
HOSPITAL SAO JUDAS TADEU,2159384
CENTRO DE SAUDE DE SAO SEBASTIAO DO OESTE,2160013
PRONTO ATENDIMENTO MUNICIPAL DE NOVA SERRANA,2160137
C S JOSE B DE FREITAS DE NOVA SERRANA,2160242
POLICLINICA DE ITATIAIUCU,2160374
CS M AUGUSTA GOMES DE SAO GONCALO DO PARA,2160390
CLINICA DONA ELISA DE CARMO DO CAJURU,2160471
HOSPITAL MUN SAO FRAN DE IGUATAMA,2160498
AMBULATORIO MUNICIPAL DE ARAUJOS,2160838
PA MEDICO M FELIPE S MITRE DE OLIVEIRA,2160927
HOSPITAL SAO LUCAS LTDA,2160951
SANTA CASA DA MISERICORDIA DE SAO JOAO DEL REI,2161354
HOSPITAL SAO VICENTE DE PAULO DE PIRAUBA,2161362
HOSPITAL SAO VICENTE DE PAULO DE MERCES,2161575
HWSM,2161583
CASA DE CARIDADE SAO VICENTE DE PAULO,2161702
HOSPITAL JORGE CAETANO DE MATTOS,2161729
AMIU,2161966
CASA DE SAUDE SANTA LUCIA LTDA,2162377
POLICLINICA MUNICIPAL,2162601
HOSPITAL SAO JOSE,2163071
MARIANA POLICLINICA DR ELIAS SALIM MANSUR,2163292
OURO PRETO POLICLINICA DE OURO PRETO,2163438
OURO PRETO UPA UNIDADE DE PRONTO ATENDIMENTO I,2163489
OURO PRETO POLICLINICA CACHOEIRA DO CAMPO,2163616
RIO ACIMA UNIDADE MISTA DE SAUDE DE RIO ACIMA,2163675
MOEDA FUNDACAO MUNICIPAL DE SAUDE DE MOEDA,2163721
OURO PRETO SANTA CASA DE OURO PRETO,2163829
SAO JOSE DA LAPA ESCOLA ESTADUAL JOSE ELIAS ISSA,2163845
PSF PALMITAL SETOR 01,2164019
PRONTO ATENDIMENTO 24 HS SEDE,2164167
PRONTO ATENDIMENTO 24HS SAO BENEDITO,2164175
HOSPITAL DE SAO JOAO DE DEUS,2164299
SANTA CASA DE MISERICORDIA CONQUISTA,2164493
HOSPITAL REGIONAL DOM BOSCO,2164612
SANTA CASA DE MISERICORDIA DE ARAXA,2164620
HOSPITAL E MATERNIDADE SAO DOMINGOS,2164736
UBS NORBERTO OLIVEIRA FERREIRA,2164760
UPA UNIDADE DE PRONTO ATENDIMENTO SAO BENEDITO,2164817
HOSPITAL BENEFICENCIA PORTUGUESA,2164825
UPA UNIDADE DE PRONTO ATENDIMENTO ABADIA,2164914
HOSPITAL DOUTOR HELIO ANGOTTI,2165058
CASA DE SAUDE SAO JOSE,2165481
HOSPITAL SANTA HELENA,2165511
CASA DO CAMINHO - FISIOTERAPIA,2165597
UNIDADE DE PRONTO ATENDIMENTO,2165619
AMBULATORIO VICENTE SEVERINO SOCORRO,2165848
UNIDADE BASICA DE SAUDE GERALDO SALGE,2165996
CENTRO DE SAUDE DE ITAPAGIPE ESF,2166062
CENTRO DE SAUDE FRONTEIRA I,2166100
SANTA CASA DE MISERICORDIA DR ALMEIDA MACHADO,2166305
UNIDADE BASICA DE SAUDE DR ALEXANDRE ALVES ESF,2166364
AMBULATORIO MUNICIPAL ARI DE ANDRADE ESF,2166518
ASSOCIACAO DO HOSPITAL SAO FRANCISCO,2167379
CENTRO DE SAUDE DE CABO VERDE,2167409
PRONTO ATENDIMENTO MUNICIPAL,2167425
HOSPITAL MUNICIPAL JOAO AMELIO FREIRE,2167565
HOSPITAL E MATERNIDADE FREI FRANCISCO STIENEN,2167573
HOSPITAL E MATERNIDADE SAO PEDRO,2167670
HOSPITAL DE GIMIRIM,2167727
PSM MILTON CARVALHEIRA PEIXOTO,2168065
HOSPITAL SAO JOSE PASSABEM,2168200
HOSPITAL MUNICIPAL WALDEMAR DAS DORES,2168243
LAGOA SANTA UNIDADE BASICA DE SAUDE MARIO CASASSAN,T2168332
ITABIRITO CENTRO VIVA VIDA DE REFERENCIA SECUNDARI,A2168340
HOSPITAL SANTA TEREZINHA COROACI,2168383
SANTA CASA DE MISERICORDIA DE AREADO,2168421
HOSPITAL NOSSA SENHORA APARECIDA,2168448
POSTO DE SAUDE SAO PEDRO DOS FERROS,2168510
HOSPITAL SANTO ANTONIO DE TEIXEIRAS,2168537
HOSPITAL SAO SEBASTIAO DE RAUL SOARES,2168553
HOSP MUN R VILELA OLIVEIRA DE PAINS,2168626
PRONTO ATENDIMENTO MUNICIPAL DE FORMIGA,2168650
HOSPITAL SANTA RITA DE ARCOS,2168693
HOSP SANTA CASA DE BOM DESPACHO,2168707
CLINICA NOSSA SENHORA DE GUADALUPE DE LAGOA DA PRA,T2168715
HOSPITAL NOSSA SENHORA DO CARMO,2168731
POLICLINICA M ADELIA CARDOSO DE BAMBUI,2168936
POLICLINICA DE CONS LAFAIETE,2168979
CENTRO DE SAUDE MARIA FERREIRA DA SILVA SAO JOSE D,O2169436
UNIDADE DE SAUDE DA FAMILIA OTAVIANO DE OLIVEIRA,2169533
CENTRO DE SAUDE SAO JOSE CANDIDO DA COSTA,2169800
CENTRO DE SAUDE ROMULO GOMES LIMA,2170019
CENTRO DE SAUDE SAO GONCALO DO RIO ABAIXO,2170086
PRONTO ATENDIMENTO M DR ALMEIDA,2170698
CLINICA NEUROPSIQUIATRICA DE ALFENAS,2171635
SANTA CASA DE ALFENAS,2171945
HOSPITAL UNIVERSITARIO ALZIRA VELANO,2171988
HOSPITAL BOM JESUS,2172259
POLICLINICA DE CONGONHAS,2172364
CENTRO DE SAUDE DE BOTUMIRIM,2172496
CENTRO DE SAUDE JOSE RODRIGUES BARBOSA,2172682
CENTRO DE SAUDE DE GAMELEIRAS,2172712
HOSPITAL MUNICIPAL SANTA RITA,2172836
HOSPITAL MUNICIPAL NOSSA SENHORA DA CONCEICAO,2172844
SANTA CASA MISERICORDIA DE ALTEROSA,2172852
HOSPITAL MONSENHOR GENESIO,2172860
DIRETORIA DE SAUDE DE SAO TOMAS AQUINO,2172941
DIRETORIA MUNICIPAL SAUDE VARGEM BONITA,2172976
RENALCLIN,2173107
HOSPITAL CESAR LEITE,2173166
HOSPITAL NOSSA SENHORA DAS MERCES,2173565
CENTRO DE SAUDE DE NOVA MODICA,2178524
SANTA CASA DE MISERICORDIA DE CORINTO,2178540
HOSPITAL SANTO ANTONIO,2178559
SANTA CASA DE MISERICORDIA DE POMPEU,2178591
HOSPITAL CASA DE CARIDADE SAO SEBASTIAO,2178648
CENTRO DE SAUDE THALLES MAYER PIMENTA BUENOPOLIS,2178656
HOSPITAL NOSSA SENHORA DO CARMO,2178672
CENTRO DE SAUDE DE JAMPRUCA,2178826
APROMIA,2178850
HOSPITAL LOURENCO WESTIN,2178982
HOSPITAL SAO VICENTE DE PAULO DE POTE,2178990
CLINICA SAO JOSE LTDA,2179148
HOSPITAL MUNICIPAL SAO JAO BATISTA,2179172
HOSPITAL MUNICIPAL DONA AMELIA MARIA DE SOUZA,2179237
HOSPITAL MUNICIPAL SANTO ANTONIO,2179571
ASILO DE CARIDADE SANTA CASA DE BOM SUCESSO,2179628
SANTA CASA DE MISERICORDIA DE SANTA JULIANA,2180731
HOSPITAL SANTO ANTONIO,2180758
CASA DO CAMINHO NAPS PSIQUIATRIA DIA GERIATRIA,2180766
SANTA CASA,2181029
POSTO DE SAUDE,2181452
UNIDADE DE ATENDIMENTO IMEDIATO,2181509
ESMERALDAS POSTO DE SAUDE MELO VIANA,2181584
HOSPITAL EDUARDO DE MENEZES,2181770
UNIDADE DE PRONTO ATENDIMENTO JOANICO CIRILO DE AB,R2181797
BELO VALE POLICLINICA DONA MARIA DO CARMO FERNANDE,S2182548
BELO VALE HOSPITAL E MATERNIDADE HENRIQUE PENIDO S,A2182610
CENTRO DE SAUDE DE JUVENILIA,2183013
ESCOLA ESTADUAL DR JOSE GONCALVES MARTINHO CAMPOS,2183277
HOSPITAL DR MIGUEL LTDA DE BOM DESPACHO,2183560
LILE MIGUEL HADDADE  -  OLIVEIRA-MG,2183633
HOSPITAL SAO VICENTE DE PAULO DE AGUAS FORMOSAS,2183803
HOSPITAL SAO BENTO DE NOVO CRUZEIRO,2183811
CENTRO DE SAUDE DE PESCADOR,2183919
HOSPITAL MUN DONA MARIA CONCEICAO FANTINI VALERIO,2184680
HOSPITAL SAO VICENTE DE PAULO,2184834
HOSPITAL SAO VICENTE DE PAULO DE ITAMBACURI,2185563
HOSPITAL VERA CRUZ,2185571
POSTO DE SAUDE DE CONCORDIA,2186217
SANTA CASA MUNICIPAL DE SAUDE DE PIMENTA,2186276
HOSPITAL NOSSA SENHORA DAS NEVES,2186292
SABARA CENTRO DE SAUDE VILAS REUNIDAS,2187450
PRONTO SOCORRO GERALDO PINTO VIEIRA GPV,2189852
UNIDADE DE ATENDIMENTO IMEDIATO VARGEM DAS FLORES,U2189860
UNIDADE DE ATENDIMENTO IMEDIATO RESSACA UAI,2189879
UNIDADE BASICA DE SAUDE AGUA BRANCA,2190052
UNIDADE DE ATENDIMENTO IMEDIATO PETROLANDIA UAI,2190125
UNIDADE DE SAUDE DA FAMILIA ESTALEIRO USF 11,2190753
MATERNIDADE MUNICIPAL DE CONTAGEM,2191164
CLINICA DE ESPECIALIDADES EDMUNDO MOREIRA DE MAGAL,H2191512
UNIDADE DE PRONTO ATENDIMENTO I UPA I,2191660
PRONTO SOCORRO REGIONAL,2192004
HOSPITAL SANTA LUCIA DE DIVINOPOLIS,2192012
HOSPITAL SAO VICENTE,2192020
HOSPITAL REGIONAL SAO SEBASTIAO,2192128
HOSPITAL MUNICIPAL ODILON BHERENS,2192896
HOSPITAL MUNICIPAL DE IPATINGA,2193310
CENTRO MUNICIPAL DE SAUDE DE SEM PEIXE,2193760
PSF  CENTRO DE SAUDE DE SMA II,2193795
CENTRO DE SAUDE DE MATIAS CARDOSO,2194007
CENTRO DE SAUDE FRANCISCO DUMONT,2194015
CENTRO DE SAUDE DE CATUTI,2194252
AMBULATORIO MUNICIPAL DE PERDIGAO,2194317
HOSPITAL SAO JOSE DE SAO JOAO DO MANTENINHA,2194465
CENTRO DE SAUDE MARIA ROSA DE FREITAS,2194481
CENTRO DE SAUDE LUISBURGO,2194600
CENTRO DE SAUDE DE SAO JOAO DO MANHUACU,2194619
HOSPITAL SAO SEBASTIAO,2194651
HOSPITAL J K,2194937
CENTRO DE SAUDE SANTANA DE CATAGUASES,2194953
HOSPITAL MUNICIPAL DE PIRAPETINGA,2195224
HOSPITAL DR NASCIPE DAHER,2195410
CASA DE SAUDE PADRE DAMIAO,2195429
HOSPITAL SANTA ISABEL,2195437
HOSPITAL DO CANCER DE MURIAE,2195453
UNIUBE,2195585
SANATORIO ESPIRITA DE UBERABA,2195593
HOSPITAL SAO LUCAS,2196972
HOSPITAL NOSSA SENHORA DE FATIMA,2197014
HOSPITAL IMACULADA CONCEICAO,2197022
SANTA CASA DE MISERICORDIA DE COROMANDEL,2197693
CASA DE SAUDE SANTA MARIA,2197707
CENTRO DE SAUDE PIO DAMIAO,2198061
SABARA CENTRO DE SAUDE RAVENA,2198606
RAPOSOS UMS DR FRANCISCO DOS SANTOS CABRAL,2198797
PSF SANTA RITA,2199718
HOSPITAL MADRE TERESA,2200422
HOSPITAL LUXEMBURGO,2200457
HOSPITAL MUNICIPAL DE CONTAGEM,2200473
HOSPITAL DR HELCIO VALENTIM,2200481
HOSPITAL SAO JOSE,2200902
MARIANA HOSPITAL MONSENHOR HORTA,2200945
NOVA UNIAO CENTRO DE SAUDE NELY CARVALHO GUIMARAES,2200961
INSTITUTO MUN.DE SAUDE E ACAO SOCIAL\MONTE SIAO,2201089
FUNDACAO MUNICIPAL DE SAUDE DE PEDRINOPOLIS,2201402
CASA DE SAUDE DR NELSON JACINTO BORGES,2201410
FUNDACAO DE SAUDE DELFINA ALVES BARBOSA,2201542
PRONTO ATENDIMENTO MUNICIPAL,2201836
UNIDADE DE SAUDE DO CAMACHO,2202115
UNIDADE BASICA DE SAUDE DE SANTA RITA PSF ANJO DA,G2202352
HOSPITAL NOSSA SENHORA DA CONCEICAO,2202638
CENTRO DE SAUDE DE CORREGO DANTA,2202832
HOSPITAL E MATERNIDADE DR AURELIANO BRANDAO,2202883
CASA CARIDADE SANTA TEREZA,2202891
CENTRO DE SAUDE DE OLHOS DAGUA,2203065
CENTRO DE SAUDE DE CAMPO AZUL,2203162
CENTRO DE SAUDE DE GUARACIAMA,2203197
UNIDADE MISTA DE JEQUITAI,2203294
UNIDADE BASICA CENTRO DE SAUDE DE MAMONAS,2203332
CENTRO DE SAUDE DE NINHEIRA,2203391
CENTRO DE SAUDE SANTO ANTONIO DO RETIRO,2203448
CENTRO DE SAUDE SAO JOAO DAS MISSOES,2203782
UNIDADE MISTA BREJO MATA FOME,2203820
CENTRO DE SAUDE DE MIRAVANIA,2204452
CENTRO DE SAUDE SANTA LUZIA,2204460
HOSPITAL MUNICIPAL DE JANUARIA,2204622
HOSPITAL MUNICIPAL DE MATO VERDE,2204630
HOSPITAL MUNICIPAL DR OSWALDO PREDILIANO SANTANA,2204649
PRONTO ATENDIMENTO MARCIO CARVALHO LOPES CURVELO,2204762
PAM,2204932
SANTA CASA MIS CARIDADE DE CAMPESTRE,2205009
PSF DR PAULO GOMES BATISTA LUA II,2205033
PRONTO SOCORRO MUNICIPAL,2205424
HOSPITAL MARCIO CUNHA,2205440
CENTRO DE SAUDE DE VARGEM GRANDE DO RIO PARDO,2205734
HOSPITAL AFRANIO AUGUSTO FIGUEIREDO,2205866
HOSPITAL MUNICIPAL RODOLFO MALARD,2205882
SANTA CASA E HOSPITAL NOSSA SENHORA DA GUIA,2205890
HOSPITAL MUNICIPAL SAO VICENTE DE PAULO,2205904
FUNDAJAN,2205939
HOSPITAL MUNICIPAL JOAO DE DEUS DIAS MAIA,2205955
HOSPITAL E PRONTO SOCORRO SAO SEBASTIAO,2205963
SANTA CASA E HOSPITAL SAO VICENTE,2205971
HOSPITAL FUNRURAL,2205998
HOSPITAL NS DA CONCEICAO DE PARA DE MINAS,2206064
HOSPITAL ARNALDO GAVAZZA FILHO,2206382
PRONTO SOCORRO MUNICIPAL,2206420
HOSPITAL E MATERNIDADE VIRGILIO ROSA LTDA,2206498
HOSPITAL SANTA TEREZINHA,2206501
HOSPITAL NOSSA SENHORA DAS GRACAS,2206528
CASA DE SAUDE E MATERNIDADE SANTA MONICA LTDA,2206536
HOSPITAL UNIMED,2206544
SANTA CASA DE UNIAO,2206552
