valor,codigo
Q92.9 Trissomia e trissomia parcial NE autossomos,Q929
Q93.0 Monossomia cromoss inteiro n-disjuncao meiot,Q930
Q93.1 Monossomia cromoss inteiro mosaicism cromoss,Q931
Q93.2 Cromossomo substituido p/anel ou dicentrico,Q932
Q93.3 Delecao do braco curto do cromossomo 4,Q933
Q93.4 Delecao do braco curto do cromossomo 5,Q934
Q93.5 Outr delecoes parciais de cromossomo,Q935
Q93.6 Delecoes vistas somente na prometafase,Q936
Q93.7 Delecoes c/outr rearranjos complexos,Q937
Q93.8 Outr delecoes dos autossomos,Q938
Q93.9 Delecoes NE dos autossomos,Q939
Q95.0 Transloc ou insercao equilibr sujeito norm,Q950
Q95.1 Inversao cromossomica em sujeito normal,Q951
Q95.2 Rearranjo autossomico equilibr sujeito anorm,Q952
Q95.3 Rearranjo sexual/autoss equilibr suj anorm,Q953
Q95.4 Sujeito c/marcador de heterocromatina,Q954
Q95.5 Sujeito c/sitio autossomico fragil,Q955
Q95.8 Outr rearranjos e marcadores equilibrados,Q958
Q95.9 Rearranjos e marcadores equilibrados NE,Q959
Q96.0 Cariotipo 45 X,Q960
Q96.1 Cariotipo 46 X isso,Q961
Q96.2 Cariotipo 46 X cromoss sex anorm salvo isso,Q962
Q96.3 Mosaicismo cromossomico 45 X/46 XX ou XY,Q963
Q96.4 Mosaic crom 45 X/out linh cel crom sex anorm,Q964
Q96.8 Outr variantes da sindr de Turner,Q968
Q96.9 Sindr de Turner NE,Q969
Q97.0 Cariotipo 47 XXX,Q970
Q97.1 Mulher c/mais de tres cromossomos X,Q971
Q97.2 Mosaicismo cromoss linh c/div num cromoss X,Q972
Q97.3 Mulher c/cariotipo 46 XY,Q973
Q97.8 Outr anom espec cromoss sex fenotipo fem,Q978
Q97.9 Anomalias NE cromoss sexuais fenotipo femin,Q979
Q98.0 Sindr de Klinefelter cariotipo 47 XXY,Q980
Q98.1 Sindr Klinefelter hom c/mais dois cromoss X,Q981
Q98.2 Sindr de Klinefelter homem c/cariotipo 46 XX,Q982
Q98.3 Outr homem c/cariotipo 46 XX,Q983
Q98.4 Sindr de Klinefelter NE,Q984
Q98.5 Cariotipo 47 XYY,Q985
Q98.6 Homem c/cromossomos sexuais estrut anormal,Q986
Q98.7 Homem c/mosaicismo dos cromossomos sexuais,Q987
Q98.8 Outr anom espec cromoss sex fenotipo masc,Q988
Q98.9 Anomalias NE cromoss sexuais fenotipo masc,Q989
Q99.0 Quimera 46 XX/46 XY,Q990
Q99.1 Hermafrodite verdadeiro 46 XX,Q991
Q99.2 Cromossomo X fragil,Q992
Q99.8 Outr anomalias cromossomicas espec,Q998
Q99.9 Anomalia cromossomica NE,Q999
D18.0 Hemangioma de qq locaclização,D180
